   0.035050   0.037150   0.038350   0.035100   0.034000   0.036700   0.034500   0.038300   0.034600   0.035950   0.036950   0.038300
   0.013700   0.012450   0.012300   0.011900   0.012750   0.011600   0.013300   0.011900   0.012200   0.011550   0.012450   0.012450
   0.002600   0.002950   0.002400   0.002250   0.002150   0.003250   0.002300   0.002950   0.003150   0.002600   0.002550   0.002400
   0.000250   0.000350   0.000250   0.000350   0.000250   0.000300   0.000400   0.000500   0.000400   0.000300   0.000300   0.000350
   0.000000   0.000050   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000100   0.000000
   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
