   0.048200   0.079300   0.014900   0.012000   0.006600   0.006950   0.005950   0.006550   0.007150   0.006700   0.006650   0.006550
   0.035300   0.051000   0.005550   0.002850   0.001450   0.001250   0.001100   0.001250   0.001550   0.001600   0.000900   0.001150
   0.025850   0.027550   0.001100   0.000500   0.000000   0.000050   0.000000   0.000150   0.000300   0.000050   0.000100   0.000100
   0.016150   0.012850   0.000250   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.008250   0.005650   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.003950   0.001050   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000700   0.000150   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000100   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
