#power = 0   10   20   30
#bits =	1        2         3         4         5         6        7          8         9        10        11        12        13       14
   -6.5150    2.4782    1.2833    1.0687    1.0171    1.0043    1.0011    1.0003    1.0001    1.0000    1.0000    1.0000    1.0000    1.0000
   26.7645    3.0744    1.6285    1.2008    1.0575    1.0151    1.0038    1.0010    1.0002    1.0001    1.0000    1.0000    1.0000    1.0000
  -36.8552    5.8210    2.5639    1.6536    1.2624    1.0891    1.0256    1.0067    1.0017    1.0004    1.0001    1.0000    1.0000    1.0000
  -29.1538    8.8648    3.6263    2.2619    1.6480    1.3133    1.1288    1.0422    1.0117    1.0030    1.0008    1.0002    1.0000    1.0000
