   1.15005   0.00702
   1.16429   0.01405
   1.17853   0.00000
   1.19277   0.00000
   1.20700   0.00702
   1.22124   0.01405
   1.23548   0.00702
   1.24972   0.00000
   1.26396   0.00702
   1.27819   0.00000
   1.29243   0.00000
   1.30667   0.00702
   1.32091   0.00702
   1.33515   0.00000
   1.34939   0.00702
   1.36362   0.00702
   1.37786   0.00000
   1.39210   0.00702
   1.40634   0.02107
   1.42058   0.02809
   1.43481   0.01405
   1.44905   0.02809
   1.46329   0.01405
   1.47753   0.03512
   1.49177   0.05619
   1.50600   0.02809
   1.52024   0.04916
   1.53448   0.04214
   1.54872   0.02107
   1.56296   0.02107
   1.57720   0.07726
   1.59143   0.09833
   1.60567   0.05619
   1.61991   0.07023
   1.63415   0.04916
   1.64839   0.08428
   1.66262   0.07726
   1.67686   0.12642
   1.69110   0.11940
   1.70534   0.12642
   1.71958   0.14047
   1.73382   0.15451
   1.74805   0.20368
   1.76229   0.16856
   1.77653   0.15451
   1.79077   0.23880
   1.80501   0.20368
   1.81924   0.26689
   1.83348   0.27391
   1.84772   0.25284
   1.86196   0.35819
   1.87620   0.28094
   1.89043   0.25987
   1.90467   0.32308
   1.91891   0.34415
   1.93315   0.39331
   1.94739   0.32308
   1.96163   0.37926
   1.97586   0.36522
   1.99010   0.49164
   2.00434   0.54080
   2.01858   0.45652
   2.03282   0.46354
   2.04705   0.57592
   2.06129   0.44950
   2.07553   0.58996
   2.08977   0.54080
   2.10401   0.60401
   2.11824   0.64615
   2.13248   0.61103
   2.14672   0.70234
   2.16096   0.65318
   2.17520   0.76555
   2.18944   0.61103
   2.20367   0.76555
   2.21791   0.78662
   2.23215   0.75150
   2.24639   0.80067
   2.26063   0.87090
   2.27486   0.83578
   2.28910   0.86388
   2.30334   0.96220
   2.31758   0.75853
   2.33182   1.01839
   2.34606   0.92709
   2.36029   0.98327
   2.37453   0.92006
   2.38877   1.05351
   2.40301   1.00434
   2.41725   1.03244
   2.43148   0.95518
   2.44572   1.28528
   2.45996   0.75150
   2.47420   0.91304
   2.48844   0.82876
   2.50267   1.17291
   2.51691   1.03946
   2.53115   0.97625
   2.54539   1.06053
   2.55963   0.97625
   2.57387   0.89197
   2.58810   1.06053
   2.60234   0.87792
   2.61658   0.92709
   2.63082   1.03946
   2.64506   0.94113
   2.65929   0.94113
   2.67353   0.86388
   2.68777   0.87090
   2.70201   0.82876
   2.71625   0.80067
   2.73048   0.90602
   2.74472   0.90602
   2.75896   0.73043
   2.77320   0.73043
   2.78744   0.82876
   2.80168   0.73746
   2.81591   0.70234
   2.83015   0.73043
   2.84439   0.77257
   2.85863   0.80067
   2.87287   0.64615
   2.88710   0.57592
   2.90134   0.64615
   2.91558   0.59699
   2.92982   0.53378
   2.94406   0.55485
   2.95829   0.53378
   2.97253   0.47759
   2.98677   0.47057
   3.00101   0.40033
   3.01525   0.60401
   3.02949   0.41438
   3.04372   0.30903
   3.05796   0.47057
   3.07220   0.28094
   3.08644   0.34415
   3.10068   0.25284
   3.11491   0.33712
   3.12915   0.28796
   3.14339   0.28094
   3.15763   0.24582
   3.17187   0.25987
   3.18611   0.16154
   3.20034   0.26689
   3.21458   0.13344
   3.22882   0.21773
   3.24306   0.12642
   3.25730   0.11940
   3.27153   0.14047
   3.28577   0.16154
   3.30001   0.16856
   3.31425   0.12642
   3.32849   0.14749
   3.34272   0.16856
   3.35696   0.14749
   3.37120   0.14749
   3.38544   0.09833
   3.39968   0.07726
   3.41392   0.09833
   3.42815   0.06321
   3.44239   0.07023
   3.45663   0.07726
   3.47087   0.07023
   3.48511   0.04916
   3.49934   0.06321
   3.51358   0.04916
   3.52782   0.05619
   3.54206   0.04214
   3.55630   0.02809
   3.57053   0.02107
   3.58477   0.05619
   3.59901   0.00702
   3.61325   0.02107
   3.62749   0.02809
   3.64173   0.00000
   3.65596   0.01405
   3.67020   0.02107
   3.68444   0.02107
   3.69868   0.00000
   3.71292   0.02809
   3.72715   0.01405
   3.74139   0.00702
   3.75563   0.01405
   3.76987   0.00702
   3.78411   0.01405
   3.79835   0.01405
   3.81258   0.00000
   3.82682   0.00702
   3.84106   0.00702
   3.85530   0.00702
   3.86954   0.00000
   3.88377   0.00000
   3.89801   0.00000
   3.91225   0.00702
   3.92649   0.00702
   3.94073   0.00000
   3.95496   0.00000
   3.96920   0.00000
   3.98344   0.00702
