   0.71972   0.08252   0.03111   0.02900   0.02800   0.03403   0.03148   0.03078   0.03063   0.03126   0.03120   0.03169
   0.55431   0.46958   0.31497   0.04118   0.00886   0.00366   0.00573   0.00605   0.00564   0.00579   0.00590   0.00579
   0.70293   0.15685   0.00758   0.00251   0.00150   0.00072   0.00084   0.00084   0.00083   0.00081   0.00098   0.00088
   0.80117   0.02859   0.03132   0.00045   0.00011   0.00018   0.00008   0.00012   0.00015   0.00009   0.00014   0.00015
   0.73486   0.25044   0.10032   0.00069   0.00001   0.00000   0.00000   0.00000   0.00001   0.00000   0.00000   0.00001
   0.70742   0.31929   0.00049   0.00001   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.50096   0.10067   0.17968   0.00001   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.74494   0.00031   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.74490   0.25069   0.25000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.25000   0.49994   0.24951   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.75000   0.49235   0.00720   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
