   2.10621   0.01191
   2.12301   0.00000
   2.13980   0.00000
   2.15659   0.00596
   2.17338   0.00596
   2.19017   0.00000
   2.20696   0.00596
   2.22375   0.00000
   2.24054   0.00000
   2.25733   0.00596
   2.27412   0.00000
   2.29091   0.00596
   2.30770   0.01191
   2.32449   0.00596
   2.34128   0.00000
   2.35807   0.01191
   2.37486   0.00596
   2.39165   0.01191
   2.40844   0.01787
   2.42523   0.02382
   2.44202   0.01191
   2.45882   0.03573
   2.47561   0.01787
   2.49240   0.01191
   2.50919   0.02978
   2.52598   0.02382
   2.54277   0.01787
   2.55956   0.02978
   2.57635   0.04169
   2.59314   0.02978
   2.60993   0.05956
   2.62672   0.07147
   2.64351   0.03573
   2.66030   0.07742
   2.67709   0.10125
   2.69388   0.06551
   2.71067   0.08338
   2.72746   0.08934
   2.74425   0.08934
   2.76104   0.13698
   2.77783   0.08934
   2.79463   0.17867
   2.81142   0.21441
   2.82821   0.18463
   2.84500   0.19654
   2.86179   0.19058
   2.87858   0.22632
   2.89537   0.23227
   2.91216   0.22036
   2.92895   0.29183
   2.94574   0.33352
   2.96253   0.30374
   2.97932   0.32161
   2.99611   0.30970
   3.01290   0.34543
   3.02969   0.39308
   3.04648   0.32161
   3.06327   0.38117
   3.08006   0.42286
   3.09685   0.49433
   3.11364   0.40499
   3.13044   0.45859
   3.14723   0.52411
   3.16402   0.50624
   3.18081   0.53006
   3.19760   0.55984
   3.21439   0.62535
   3.23118   0.63131
   3.24797   0.70873
   3.26476   0.60153
   3.28155   0.65513
   3.29834   0.77425
   3.31513   0.67300
   3.33192   0.82785
   3.34871   0.79211
   3.36550   0.66704
   3.38229   0.91719
   3.39908   0.76234
   3.41587   0.97674
   3.43266   0.84572
   3.44945   0.76829
   3.46625   0.79211
   3.48304   0.93505
   3.49983   0.83976
   3.51662   0.88741
   3.53341   0.84572
   3.55020   0.85167
   3.56699   0.85167
   3.58378   0.86954
   3.60057   0.89932
   3.61736   0.89336
   3.63415   0.85763
   3.65094   0.88741
   3.66773   0.90527
   3.68452   0.82189
   3.70131   0.88145
   3.71810   0.81594
   3.73489   0.80403
   3.75168   0.94101
   3.76847   0.86954
   3.78526   0.76829
   3.80206   0.82785
   3.81885   0.84572
   3.83564   0.76234
   3.85243   0.91719
   3.86922   0.75042
   3.88601   0.67300
   3.90280   0.69682
   3.91959   0.70873
   3.93638   0.74447
   3.95317   0.61344
   3.96996   0.62535
   3.98675   0.64322
   4.00354   0.51219
   4.02033   0.56580
   4.03712   0.69682
   4.05391   0.39904
   4.07070   0.46455
   4.08749   0.54793
   4.10428   0.48242
   4.12107   0.48242
   4.13787   0.43477
   4.15466   0.36926
   4.17145   0.54197
   4.18824   0.33948
   4.20503   0.30970
   4.22182   0.39308
   4.23861   0.30970
   4.25540   0.30970
   4.27219   0.26801
   4.28898   0.32161
   4.30577   0.23823
   4.32256   0.35734
   4.33935   0.20845
   4.35614   0.22632
   4.37293   0.18463
   4.38972   0.21441
   4.40651   0.25014
   4.42330   0.19654
   4.44009   0.19654
   4.45688   0.16676
   4.47368   0.16676
   4.49047   0.19058
   4.50726   0.14294
   4.52405   0.12507
   4.54084   0.11911
   4.55763   0.10125
   4.57442   0.15485
   4.59121   0.13103
   4.60800   0.08338
   4.62479   0.08934
   4.64158   0.09529
   4.65837   0.11316
   4.67516   0.04169
   4.69195   0.07147
   4.70874   0.09529
   4.72553   0.05956
   4.74232   0.05360
   4.75911   0.07147
   4.77590   0.04765
   4.79269   0.02978
   4.80949   0.02978
   4.82628   0.05360
   4.84307   0.04765
   4.85986   0.01191
   4.87665   0.01787
   4.89344   0.02978
   4.91023   0.02382
   4.92702   0.01191
   4.94381   0.02978
   4.96060   0.02978
   4.97739   0.02978
   4.99418   0.01787
   5.01097   0.01191
   5.02776   0.01787
   5.04455   0.02382
   5.06134   0.01191
   5.07813   0.01191
   5.09492   0.00000
   5.11171   0.00596
   5.12850   0.01787
   5.14530   0.00596
   5.16209   0.00596
   5.17888   0.00000
   5.19567   0.00000
   5.21246   0.00596
   5.22925   0.00596
   5.24604   0.00596
   5.26283   0.00000
   5.27962   0.01191
   5.29641   0.00596
   5.31320   0.00000
   5.32999   0.00596
   5.34678   0.00000
   5.36357   0.00000
   5.38036   0.00596
   5.39715   0.00000
   5.41394   0.00596
   5.43073   0.00000
   5.44752   0.00596
